42.411907,-71.297928,42.411709,-71.298096,127.46,-105,32.217
42.411907,-71.297920,42.411724,-71.298096,85.33,-106,35.978
42.411903,-71.297920,42.411713,-71.298103,81.83,-119,35.524
42.411903,-71.297920,42.411732,-71.298126,85.29,-109,41.842
42.411903,-71.297920,42.411743,-71.298119,83.67,-116,42.874
42.411900,-71.297920,42.411758,-71.298126,79.19,-104,47.311
42.411900,-71.297920,42.411774,-71.298141,75.70,-107,52.059
42.411900,-71.297920,42.411816,-71.298157,75.24,-105,65.143
42.411900,-71.297913,42.411839,-71.298157,70.68,-101,71.709
42.411896,-71.297913,42.411858,-71.298149,69.43,-101,78.119
42.411896,-71.297913,42.411869,-71.298149,65.21,-101,81.175
42.411896,-71.297913,42.411888,-71.298149,64.45,-100,87.423
42.411896,-71.297913,42.411903,-71.298149,63.77,-116,91.687
42.411896,-71.297913,42.411915,-71.298149,63.77,-97,96.863
42.411892,-71.297913,42.411930,-71.298149,64.09,-95,101.093
42.411892,-71.297905,42.411938,-71.298149,65.21,-96,103.724
42.411892,-71.297905,42.411953,-71.298157,67.85,-106,107.931
42.411892,-71.297905,42.411968,-71.298164,71.38,-99,110.544
42.411892,-71.297905,42.411972,-71.298180,75.21,-102,111.593
42.411892,-71.297905,42.411976,-71.298187,79.55,-97,111.524
42.411892,-71.297905,42.411983,-71.298180,81.97,-93,113.801
42.411892,-71.297905,42.411991,-71.298157,81.17,-97,117.467
42.411892,-71.297905,42.411995,-71.298134,76.87,-101,121.255
42.411892,-71.297905,42.411995,-71.298111,72.20,-95,123.728
42.411892,-71.297905,42.412003,-71.298111,67.01,-102,125.630
42.411892,-71.297905,42.412014,-71.298096,68.61,-101,131.261
42.411896,-71.297905,42.412025,-71.298096,67.99,-107,133.371
42.411896,-71.297905,42.412045,-71.298096,69.85,-107,136.834
42.411896,-71.297905,42.412064,-71.298096,74.74,-100,139.614
42.411896,-71.297905,42.412071,-71.298088,79.93,-96,141.959
42.411892,-71.297905,42.412086,-71.298073,80.82,-88,148.001
42.411888,-71.297905,42.412094,-71.298058,84.15,-90,151.619
42.411884,-71.297905,42.412083,-71.298035,85.66,-97,154.168
42.411884,-71.297897,42.412075,-71.298004,80.36,-98,158.457
42.411880,-71.297897,42.412067,-71.297997,75.30,-91,158.988
42.411880,-71.297897,42.412052,-71.297974,73.24,-86,162.381
42.411877,-71.297897,42.412048,-71.297951,65.91,-100,168.493
42.411880,-71.297905,42.412060,-71.297943,64.26,-90,171.864
42.411880,-71.297905,42.412067,-71.297943,66.21,-86,172.189
42.411880,-71.297905,42.412075,-71.297958,68.96,-88,168.360
42.411880,-71.297905,42.412079,-71.297981,72.42,-102,164.487
42.411880,-71.297905,42.412083,-71.297989,75.23,-109,163.335
42.411880,-71.297905,42.412094,-71.297997,77.15,-103,162.892
42.411880,-71.297905,42.412102,-71.298004,81.75,-100,162.155
42.411880,-71.297897,42.412117,-71.297997,85.03,-106,163.376
42.411880,-71.297897,42.412128,-71.298004,90.33,-99,162.920
42.411880,-71.297897,42.412140,-71.298004,94.93,-104,163.534
42.411884,-71.297897,42.412159,-71.298012,98.91,-103,163.527
42.411884,-71.297897,42.412163,-71.298019,104.84,-99,161.885
42.411884,-71.297897,42.412178,-71.298027,106.78,-101,161.852
42.411884,-71.297897,42.412193,-71.298035,112.71,-93,161.855
42.411884,-71.297897,42.412209,-71.298050,118.64,-90,161.055
42.411884,-71.297897,42.412216,-71.298050,125.23,-90,161.482
42.411880,-71.297890,42.412224,-71.298058,127.87,-89,160.558
42.411877,-71.297890,42.412239,-71.298073,133.16,-106,160.245
42.411873,-71.297882,42.412258,-71.298058,141.11,-102,161.145
42.411869,-71.297874,42.412273,-71.298065,148.30,-104,160.920
42.411865,-71.297874,42.412281,-71.298065,156.21,-108,161.246
42.411861,-71.297867,42.412300,-71.298065,160.16,-111,161.531
42.411858,-71.297859,42.412323,-71.298073,168.73,-103,161.322
42.411854,-71.297859,42.412338,-71.298073,179.28,-108,162.173
42.411850,-71.297859,42.412350,-71.298073,185.88,-113,162.585
42.411846,-71.297852,42.412361,-71.298073,191.18,-108,162.571
42.411846,-71.297852,42.412373,-71.298073,197.11,-98,163.050
42.411846,-71.297852,42.412369,-71.298065,201.09,-108,163.381
42.411842,-71.297844,42.412361,-71.298065,199.16,-103,162.651
42.411839,-71.297844,42.412346,-71.298058,198.43,-104,162.865
42.411839,-71.297836,42.412334,-71.298050,193.84,-99,162.493
42.411835,-71.297836,42.412327,-71.298042,189.85,-103,162.921
42.411831,-71.297829,42.412312,-71.298035,187.91,-107,162.557
42.411827,-71.297821,42.412296,-71.298027,183.93,-104,162.045
42.411823,-71.297813,42.412273,-71.298019,179.95,-93,160.997
42.411823,-71.297813,42.412258,-71.298012,173.34,-97,161.305
42.411823,-71.297806,42.412251,-71.298012,167.41,-98,160.540
42.411823,-71.297806,42.412235,-71.298012,165.45,-96,159.792
42.411823,-71.297798,42.412224,-71.298004,160.22,-101,159.343
42.411823,-71.297798,42.412205,-71.297997,156.31,-102,158.956
42.411823,-71.297798,42.412197,-71.297997,149.08,-99,158.664
42.411819,-71.297791,42.412186,-71.297989,146.48,-99,158.208
42.411823,-71.297791,42.412174,-71.297989,143.89,-93,157.377
42.411823,-71.297791,42.412170,-71.297989,138.74,-101,157.040
42.411827,-71.297791,42.412148,-71.297981,137.46,-98,156.178
42.411827,-71.297783,42.412140,-71.297989,127.70,-97,153.993
42.411827,-71.297783,42.412117,-71.297997,126.90,-97,151.724
42.411831,-71.297775,42.412098,-71.297989,120.41,-98,149.484
42.411831,-71.297775,42.412079,-71.297989,113.14,-89,148.134
42.411831,-71.297775,42.412060,-71.297997,107.21,-90,144.712
42.411831,-71.297775,42.412045,-71.297997,102.59,-93,143.093
42.411831,-71.297775,42.412029,-71.298004,98.11,-90,140.396
42.411835,-71.297775,42.412014,-71.298012,95.07,-90,136.751
42.411839,-71.297775,42.412003,-71.298027,91.31,-87,131.366
42.411839,-71.297775,42.411991,-71.298035,90.45,-84,128.580
42.411839,-71.297775,42.411983,-71.298050,89.34,-84,125.680
42.411842,-71.297775,42.411964,-71.298042,90.94,-97,122.118
42.411842,-71.297783,42.411945,-71.298050,84.60,-97,118.391
42.411850,-71.297791,42.411934,-71.298058,81.15,-91,112.731
42.411850,-71.297791,42.411922,-71.298065,78.17,-101,109.811
42.411854,-71.297791,42.411903,-71.298073,78.57,-100,102.721
42.411858,-71.297798,42.411888,-71.298080,78.16,-97,98.066
42.411858,-71.297798,42.411873,-71.298080,76.85,-99,93.198
42.411858,-71.297806,42.411858,-71.298088,76.24,-104,90.031
42.411858,-71.297806,42.411850,-71.298088,76.04,-107,88.023
42.411858,-71.297806,42.411835,-71.298088,76.09,-101,83.410
42.411858,-71.297806,42.411812,-71.298080,76.49,-108,76.632
42.411858,-71.297813,42.411800,-71.298073,75.84,-115,73.252
42.411854,-71.297813,42.411785,-71.298050,72.92,-112,69.163
42.411854,-71.297813,42.411781,-71.298050,68.45,-104,67.559
42.411854,-71.297813,42.411766,-71.298042,68.98,-104,62.583
42.411854,-71.297813,42.411762,-71.298019,69.47,-119,59.427
42.411858,-71.297821,42.411766,-71.297997,64.76,-101,53.036
42.411858,-71.297821,42.411766,-71.297958,57.88,-99,46.750
42.411861,-71.297821,42.411766,-71.297951,49.84,-101,43.223
42.411861,-71.297821,42.411777,-71.297928,49.31,-92,41.817
42.411861,-71.297821,42.411800,-71.297920,42.01,-83,49.134
42.411861,-71.297821,42.411770,-71.297890,34.78,-74,28.735
42.411861,-71.297821,42.411755,-71.297852,38.18,-89,10.803
42.411861,-71.297821,42.411774,-71.297836,39.83,-77,6.497
42.411861,-71.297821,42.411804,-71.297829,32.27,-79,4.998
42.411858,-71.297821,42.411858,-71.297806,20.98,-88,269.568
42.411858,-71.297821,42.411858,-71.297798,4.12,-87,269.676
42.411858,-71.297821,42.411831,-71.297768,6.17,-83,305.779
42.411858,-71.297813,42.411839,-71.297768,17.38,-91,304.829
42.411854,-71.297813,42.411842,-71.297775,14.16,-83,296.937
42.411854,-71.297813,42.411854,-71.297783,11.09,-85,269.057
42.411854,-71.297813,42.411854,-71.297791,8.22,-85,268.742
42.411854,-71.297821,42.411858,-71.297791,6.17,-98,260.227
42.411858,-71.297821,42.411854,-71.297791,8.34,-87,282.531
42.411861,-71.297829,42.411861,-71.297783,8.34,-79,268.848
42.411861,-71.297829,42.411884,-71.297768,12.33,-84,242.542
42.411865,-71.297829,42.411877,-71.297737,18.44,-82,262.236
42.411865,-71.297836,42.411873,-71.297729,25.01,-90,264.815
42.411869,-71.297844,42.411877,-71.297729,28.91,-105,266.398
42.411873,-71.297844,42.411896,-71.297729,30.95,-98,254.335
42.411877,-71.297852,42.411896,-71.297737,31.94,-89,255.398
42.411877,-71.297852,42.411877,-71.297707,31.60,-101,270.292
42.411880,-71.297859,42.411877,-71.297676,39.05,-100,273.065
42.411880,-71.297859,42.411880,-71.297661,49.34,-101,269.947
