42.412018,-71.297905,42.411846,-71.297539,117.60,-100,302.650
42.412014,-71.297905,42.411846,-71.297539,116.84,-99,302.138
42.412014,-71.297905,42.411846,-71.297539,116.10,-99,302.138
42.412010,-71.297905,42.411846,-71.297539,116.10,-100,301.495
42.412006,-71.297913,42.411842,-71.297539,115.38,-99,300.258
42.412003,-71.297913,42.411842,-71.297539,117.14,-99,299.994
42.411999,-71.297905,42.411842,-71.297531,116.43,-100,299.602
42.411999,-71.297905,42.411842,-71.297531,115.74,-100,299.602
42.411995,-71.297905,42.411839,-71.297531,115.74,-100,299.568
42.411991,-71.297905,42.411835,-71.297523,115.74,-100,298.735
42.411987,-71.297905,42.411835,-71.297523,117.53,-100,298.735
42.411987,-71.297897,42.411831,-71.297516,116.86,-100,299.448
42.411987,-71.297897,42.411827,-71.297516,117.53,-100,299.710
42.411983,-71.297897,42.411823,-71.297508,118.21,-99,298.983
42.411983,-71.297897,42.411823,-71.297508,120.01,-100,298.983
42.411980,-71.297897,42.411823,-71.297508,120.01,-99,298.597
42.411980,-71.297897,42.411819,-71.297508,119.33,-99,298.950
42.411976,-71.297897,42.411819,-71.297508,120.01,-100,298.300
42.411972,-71.297897,42.411816,-71.297508,119.33,-100,298.530
42.411968,-71.297897,42.411816,-71.297508,119.33,-99,297.609
42.411961,-71.297897,42.411812,-71.297508,118.67,-99,297.481
42.411961,-71.297897,42.411808,-71.297508,118.03,-100,297.841
42.411957,-71.297897,42.411808,-71.297501,118.67,-99,296.775
42.411953,-71.297897,42.411804,-71.297501,119.86,-101,297.007
42.411949,-71.297890,42.411804,-71.297501,119.86,-102,297.144
42.411949,-71.297890,42.411804,-71.297501,117.39,-112,297.144
42.411949,-71.297890,42.411804,-71.297508,117.39,-91,297.558
42.411949,-71.297897,42.411800,-71.297501,115.56,-98,297.272
42.411949,-71.297897,42.411808,-71.297523,119.86,-103,297.333
42.411949,-71.297897,42.411823,-71.297539,113.10,-90,295.575
42.411953,-71.297897,42.411831,-71.297539,106.95,-93,294.871
42.411953,-71.297897,42.411835,-71.297554,106.36,-87,294.884
42.411953,-71.297897,42.411839,-71.297562,102.05,-91,295.124
42.411953,-71.297905,42.411823,-71.297562,99.60,-84,297.512
42.411953,-71.297905,42.411812,-71.297569,103.88,-90,300.017
42.411953,-71.297905,42.411819,-71.297592,104.06,-88,299.944
42.411953,-71.297905,42.411816,-71.297600,97.32,-80,301.238
42.411957,-71.297905,42.411819,-71.297615,96.27,-77,302.124
42.411957,-71.297905,42.411827,-71.297630,92.78,-77,302.424
42.411957,-71.297905,42.411831,-71.297646,87.82,-89,303.414
42.411957,-71.297913,42.411831,-71.297653,83.61,-74,303.414
42.411957,-71.297913,42.411831,-71.297684,83.61,-77,306.402
42.411957,-71.297920,42.411819,-71.297699,76.88,-71,310.155
42.411957,-71.297920,42.411797,-71.297699,77.86,-76,314.580
42.411957,-71.297928,42.411800,-71.297707,83.48,-68,313.849
42.411957,-71.297928,42.411785,-71.297699,82.51,-82,315.400
42.411953,-71.297928,42.411800,-71.297691,87.88,-77,311.649
42.411953,-71.297928,42.411819,-71.297699,84.60,-75,308.764
42.411953,-71.297935,42.411839,-71.297668,78.57,-89,300.506
42.411953,-71.297935,42.411850,-71.297668,83.17,-76,297.444
42.411953,-71.297935,42.411846,-71.297668,81.15,-70,298.874
42.411949,-71.297935,42.411846,-71.297668,81.80,-69,298.491
42.411949,-71.297935,42.411831,-71.297668,81.15,-70,301.492
42.411949,-71.297935,42.411823,-71.297691,83.87,-72,305.931
42.411949,-71.297935,42.411816,-71.297691,80.21,-77,307.602
42.411945,-71.297935,42.411816,-71.297691,81.84,-72,307.084
42.411945,-71.297935,42.411816,-71.297676,81.02,-71,304.845
42.411945,-71.297935,42.411823,-71.297691,84.39,-85,305.391
42.411945,-71.297928,42.411823,-71.297699,79.42,-90,306.997
42.411942,-71.297928,42.411827,-71.297722,76.05,-87,306.320
42.411942,-71.297928,42.411819,-71.297722,69.44,-86,307.842
42.411938,-71.297928,42.411812,-71.297714,71.15,-82,309.015
42.411934,-71.297928,42.411800,-71.297722,73.62,-84,311.140
42.411930,-71.297928,42.411793,-71.297722,73.83,-85,311.221
42.411926,-71.297928,42.411789,-71.297737,74.76,-83,313.869
42.411922,-71.297928,42.411793,-71.297752,71.76,-89,314.759
42.411919,-71.297920,42.411789,-71.297768,66.88,-85,319.478
42.411919,-71.297920,42.411793,-71.297768,62.68,-84,318.588
42.411915,-71.297920,42.411793,-71.297760,61.63,-83,316.743
42.411915,-71.297928,42.411793,-71.297752,62.01,-92,313.233
42.411915,-71.297928,42.411789,-71.297752,64.94,-81,314.149
42.411915,-71.297928,42.411797,-71.297752,65.90,-100,312.694
42.411911,-71.297928,42.411797,-71.297760,64.00,-88,313.116
42.411911,-71.297928,42.411804,-71.297760,61.54,-101,311.184
42.411911,-71.297928,42.411804,-71.297760,59.69,-104,311.184
42.411911,-71.297928,42.411804,-71.297760,59.69,-103,311.184
42.411911,-71.297928,42.411804,-71.297844,59.69,-111,330.253
42.411907,-71.297928,42.411804,-71.297844,45.05,-117,329.655
42.411907,-71.297928,42.411804,-71.297844,43.85,-112,329.655
42.411907,-71.297928,42.411625,-71.298149,43.85,-112,30.252
42.411907,-71.297928,42.411568,-71.298286,118.99,-117,38.244
42.411907,-71.297928,42.411591,-71.298233,157.07,-108,35.862
42.411907,-71.297928,42.411591,-71.298233,141.78,-121,35.862
42.411907,-71.297928,42.411655,-71.298256,141.78,-112,43.832
